num_epochs,learning_rate,lr_decay_factor,lr_decay_step,final_train_loss,final_valid_loss
1000,0.001,0.1,350,0.670508192807436,0.6590799430012703
1000,0.001,0.2,100,0.6817525410652161,0.6736696407198906
1000,0.001,0.2,250,0.6725013680756092,0.6636604264378547
1000,0.001,0.2,350,0.6730153485238553,0.6643165662884712
1000,0.001,0.3,100,0.6755679925084114,0.6645484009385109
1000,0.001,0.3,250,0.6753332258462906,0.6658300384879112
1000,0.001,0.3,350,0.6765664958655834,0.6685864368081093
1000,0.001,1,100,0.6754558001756668,0.6660938820242882
1000,0.001,1,250,0.6725686335265636,0.6637016263604164
1000,0.001,1,350,0.673234375,0.6644873163104057
1000,0.005,0.1,100,0.6732867107689381,0.6646779745817184
1000,0.005,0.1,250,0.8441688632667065,0.8471774506568909
1000,0.005,0.1,350,0.6760628299713135,0.6666573461890221
1000,0.005,0.2,100,0.6723114782869816,0.6623596188426017
1000,0.005,0.2,250,0.6709016201496124,0.6595862072706222
1000,0.005,0.2,350,0.6724361329376698,0.6635765805840492
1000,0.005,0.3,100,0.6708699804544449,0.6596214538812637
1000,0.005,0.3,250,0.6723657714426517,0.6634082704782486
1000,0.005,0.3,350,0.7114072594344616,0.6962277156114578
1000,0.005,1,100,0.8482655768692493,0.8525664663314819
1000,0.005,1,250,0.7873524267971516,0.7457815498113632
1000,0.005,1,350,0.6727342816293239,0.6638735267519951
1000,0.01,0.1,100,0.6704773394167424,0.6597627151012421
1000,0.01,0.1,250,0.6736536430716514,0.6649830669164658
1000,0.01,0.1,350,0.6721143725216389,0.6609849783778191
1000,0.01,0.2,100,0.6723168616890908,0.6634007430076599
1000,0.01,0.2,250,0.8470617058873177,0.8512957394123077
1000,0.01,0.2,350,0.6711171431541443,0.6619090682268143
1000,0.01,0.3,100,0.7085413916707038,0.6941415345668793
1000,0.01,0.3,250,0.6735794655680657,0.6645060348510742
1000,0.01,0.3,350,0.6716071980297565,0.6603792607784271
1000,0.01,1,100,0.8468702259361744,0.85271220266819
1000,0.01,1,250,0.6746837007403373,0.6661339157819748
1000,0.01,1,350,0.7940582171082496,0.7543674731254577
